Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments,Reef_Regime
4335,10311543,Reef_Check,-0.1036,119.7731,Pacific,119.46.23E.0.6.13S,Central Indo-Pacific,Makassar Strait Indonesia,Indonesia,Central Sulawesi,Palu,nd,193.2,Sheltered,0.0441,53.13,16,7,2007,9.0,Hard Coral,48.75,0.0,0.5,262.15,302.3,302.14,299.3,304.66,0.82,2.0,0.21,0.79,0.0,-2.95,2.47,11.4,4.89,22,4.2,2.79,2.99,20.01,1.52,-0.11,0.82,-3.1,2.24,-0.26,5.8,3.59,16.8,2.6,0.5,2.24,16.48,0.97,7/16/2007,nd,nd,nd,Transitional
13709,10276228,FRRP,25.7048,-80.0979,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Miami-Dade County,nd,5305.0,Exposed,0.1066,52.58,14,8,2009,5.0,nd,0.0,0.0,8.47,302.07,302.86,299.83,294.89,304.63,2.19,4.0,0.02,0.81,0.0,-3.41,2.75,4,3.79,18,5,6.7,2.15,11.65,1.65,0.02,2.19,-7.94,1.78,-2.99,0,1.19,6,0,0,0.76,6.51,0.24,8/14/2009,nd,JAMES HERLAN SITE 1163 DAY 2 SITE 5 TRANSECT 1 25.7048; -80.0979,nd,Degraded
5518,10325192,Donner,2.22,104.07,Pacific,nd,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Johor,Mersing,nd,211.31,Sometimes,0.0988,48.82,15,3,2010,0.0,nd,0.0,0.0,85.0,302.97,303.41,301.83,298.15,306.29,1.15,3.0,1.63,1,0.0,-3.55,3.24,7,6.22,41,6,9.47,3.18,19.47,2,0.31,1.15,-4.94,3.18,-1.26,0,1.53,7,0,0,1.08,9.4,0.29,3/15/2010,nd,nd,nd,Degraded
4278,10312309,Reef_Check,-5.471,123.6801,Pacific,123.40.807E.5.28.259S,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,South East Sulawesi,Wakatobi Regency,nd,1084.42,Sheltered,0.0698,49.69,31,8,2005,3.0,Hard Coral,31.25,0.0,0.25,301.26,300.38,301.53,297.76,305.69,1.22,4.0,0.19,0.8,0.0,-3.08,3.8,2,4.04,23,4,1.1,2.27,12.29,1.58,-2.07,1.22,-4.69,3.24,-0.91,1,1.88,9,2,0,1.3,9.13,0.67,8/31/2005,nd,nd,nd,Transitional
4247,10309375,Reef_Check,-5.7739,110.2379,Pacific,110.14.16.6E.5.46.25.9S,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,nd,480.61,Sheltered,0.0608,49.33,9,12,2006,10.0,Nutrient Indicator Algae,0.0,0.0,0.0,301.54,302.7,301.98,298.57,305.75,0.99,2.0,0.51,0.86,0.0,-3.41,3.84,1,5.12,24,5,1.39,3.22,20.73,2.04,-0.1,0.99,-4.23,2.95,-0.8,1,1.85,10,1,1.11,1.19,7.44,0.54,12/9/2006,nd,nd,nd,Degraded
5853,10308253,Reef_Check,2.5445,103.9251,Pacific,103.55.505E.2.32.668N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Terengganu,Kuala Dungun,nd,2460.92,Sheltered,0.1026,49.29,10,9,2011,5.0,Hard Coral,33.12,0.0,0.0,302.19,302.7,301.8,297.98,305.73,1.16,2.0,0.78,0.84,0.0,-3.22,2.99,9,5.82,33,6,1.06,3.08,20.28,1.98,-0.47,1.16,-5.19,2.55,-1.36,0,1.62,7,1,0,1.14,9.09,0.31,9/10/2011,nd,nd,nd,Transitional
6042,10307633,Reef_Check,5.9524,102.7085,Pacific,102.42.508E.5.57.143N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Terengganu,Perhentian Islands,nd,2069.8,Exposed,0.0543,49.54,29,9,2007,11.5,Hard Coral,22.5,0.0,0.0,302.18,302.68,302.42,297.66,306.3,1.36,2.0,-0.06,0.93,0.0,-3.85,3.72,12,6.26,30,6,7.48,3.65,23.89,2.35,-1.09,1.36,-6.1,2.52,-1.34,4,1.82,9,1,2.51,1.09,8.63,0.39,9/29/2007,nd,nd,nd,Degraded
5291,10321603,Reef_Check,26.5041,128.0668,Pacific,NSHenoko,Central Indo-Pacific,North Ryukyu Islands Japan,Japan,Okinawa,Nago,nd,1501.82,Exposed,0.037,65.87,24,4,2010,7.0,Hard Coral,19.38,0.0,0.0,298.29,295.46,297.88,292.1,304.33,2.9,7.0,-0.08,0.87,0.0,-3.63,3.05,1,7.16,43,5,0,3.86,25.64,2.1,-6.55,2.9,-9.9,2.31,-4.12,0,1.29,7,0,0,1.15,10.83,0.28,4/24/2010,nd,nd,nd,Degraded
6702,10319151,Reef_Check,12.2181,-69.0866,Atlantic,69.05.199W.12.13.089N,Tropical Atlantic,Netherlands Antilles and south Caribbean,Netherlands Antilles,ABC Islands,Curacao,nd,108.96,Sheltered,0.0416,48.81,28,4,2011,10.0,Hard Coral,5.0,0.0,0.0,299.88,298.92,300.14,296.44,303.54,1.18,7.0,-0.67,0.76,0.0,-3.26,2.27,19,5.32,22,5,1.01,2.59,14.58,1.56,-2.73,1.18,-5.21,1.88,-1.5,2,1.21,5,0,0,0.86,7.79,0.26,4/28/2011,nd,nd,nd,Degraded
7800,10327370,Donner,-4.63,55.37,Indian,nd,Western Indo-Pacific,Northern Seychelles,Seychelles,Port Glaud,Cap Ternay,Baie Ternay,451.36,Sometimes,0.053,39.72,15,4,2005,0.0,nd,0.0,0.0,4.47,262.15,303.08,301.02,296.24,305.43,1.54,2.0,0.2,1,0.0,-3.35,3.07,3.33,5.26,24.17,5.5,0.35,2.9,18.37,2.02,0.11,1.54,-6.73,2.45,-1.93,0,1.26,5.83,0,0,0.93,8.78,0.25,4/15/2005,% bleached = Bleaching Index,% bleached = Bleaching Index,nd,Degraded
6702,10319143,Reef_Check,12.2181,-69.0866,Atlantic,69.05.199W.12.13.089N,Tropical Atlantic,Netherlands Antilles and south Caribbean,Netherlands Antilles,ABC Islands,Curacao,nd,108.96,Sheltered,0.0416,48.81,3,7,2002,10.0,Fleshy Seaweed,0.0,0.0,0.0,300.52,299.76,300.14,296.44,303.54,1.18,8.0,-0.33,0.76,0.0,-3.26,2.27,2,5.32,22,5,0,2.59,14.58,1.56,-1.89,1.18,-5.21,1.88,-1.5,0,1.21,5,0,0,0.86,7.79,0.26,7/3/2002,nd,nd,nd,Degraded
227,10314982,Reef_Check,-26.9775,153.4839,Pacific,153.29.2E.26.58.39S2,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Moreton Island,nd,5705.35,Exposed,0.0686,48.04,16,9,2012,4.0,Hard Coral,25.0,0.0,0.0,295.9,294.52,296.8,291.83,301.66,2.15,5.0,0.17,0.71,0.0,-2.7,2.83,4,3.34,18,3,2.32,1.87,10.26,1.21,-5.14,2.15,-7.82,2,-2.85,1,1.1,4,0,0,0.77,5.35,0.23,9/16/2012,nd,nd,nd,Degraded
5619,10311333,Reef_Check,4.5849,118.9409,Pacific,118.56.454E.4.35.096N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,nd,629.22,Sheltered,0.069,54.61,29,5,2016,6.0,Hard Coral,30.0,0.0,0.0,301.87,303.24,301.75,297.73,304.98,1,2.0,0.74,0.81,0.0,-2.82,2.96,9,4.3,22,4,5.36,2.36,17.15,1.64,0.62,1,-4.88,2.35,-0.86,3,1.43,7,1,3.88,0.84,6.71,0.36,5/29/2016,nd,nd,nd,Transitional
4530,10320041,Reef_Check,17.7947,-77.0772,Atlantic,77.04.633W.17.47.684N,Tropical Atlantic,Jamaica,Jamaica,Saint Catherine Parish,Hellshire,nd,140.14,Sheltered,0.1346,60.31,9,11,2016,5.1,Nutrient Indicator Algae,8.75,0.0,0.0,300.2,302.14,301.21,298.17,305.86,1.18,5.0,0.28,0.76,0.0,-3.25,3.4,10,4.11,22,4,3.96,2.25,16.52,1.33,-0.52,1.18,-4.48,3.19,-1.44,3,1.19,5,0,3.93,0.94,5.6,0.34,11/9/2016,nd,nd,nd,Degraded
9520,10315958,Reef_Check,-20.2494,169.7828,Pacific,169.46.970E.20.14.962S,Central Indo-Pacific,Vanuatu,Vanuatu,Aneityum,Anelcauhat,nd,653.32,Sheltered,0.0314,56.03,29,6,2011,1.0,Hard Coral,38.12,0.0,0.0,296.76,298.42,298.69,294.85,302.7,1.6,5.0,0.97,0.79,0.0,-2.72,2.61,16,4.83,21,4,7.62,2.78,18.2,1.57,-2.25,1.6,-5.81,2.02,-1.97,1,1.59,7,1,0,1.18,10.18,0.4,6/29/2011,nd,nd,nd,Transitional
3976,10318425,Reef_Check,-5.8236,110.5064,Pacific,5S110E3,Central Indo-Pacific,Java Sea,Indonesia,Central Java,Jepara Regency,nd,271.35,Sheltered,0.0,49.39,20,6,1997,3.0,Hard Coral,73.75,0.0,0.0,301.49,301.96,301.99,298.54,305.48,1.05,5.0,-0.11,0.9,0.0,-3.84,3.76,5,4.92,22,6,0,3.24,21.06,2.25,-0.81,1.05,-4.23,2.71,-0.77,3,1.97,7,2,0,1.45,7.23,0.79,6/20/1997,nd,nd,nd,Healthy_Coral
13013,10275509,FRRP,24.9034,-80.616,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,2130.0,Sheltered,0.111,60.12,2,2,2010,3.3,nd,0.0,0.0,6.67,297.04,296.1,299.77,291.73,306.82,2.62,6.0,-0.47,1.08,0.0,-4.72,4.34,11,4.32,24,8,3.87,2.98,20.07,2.96,-7.23,2.62,-11.59,3.49,-3.55,0,1.29,6,1,0,1.04,8,0.36,2/2/2010,nd,nd,nd,Degraded
3125,10316285,Reef_Check,-17.283,178.4712,Pacific,178.28.27E.17.16.98S,Central Indo-Pacific,Fiji,Fiji,Viti Levu Group,Viti Levu,nd,3485.96,Sheltered,0.0,40.66,24,9,2002,9.0,Hard Coral,61.25,0.0,0.0,299.12,297.76,299.99,295.82,303.89,1.51,7.0,-0.72,0.83,0.0,-3.15,2.71,5,5.96,27,6,1.99,3.09,16.78,2,-3.96,1.51,-5.9,2.16,-1.72,2,1.23,6,1,0,0.94,5.58,0.35,9/24/2002,nd,nd,nd,Healthy_Coral
999449,10330573,AGRRA,24.7046,-77.7515,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,Bahamas,Andros Island,North Andros,nd,1060.51,Sheltered,0.0436,59.68,22,4,2002,1.5,nd,0.0,0.0,0.0,299.19,298.32,299.61,294.97,304.85,2.03,5.0,0.22,0.77,0.0,-3.16,3.1,2,4.13,22,4,1.06,2.31,14.98,1.36,-4.04,2.03,-7.39,2.48,-2.75,1,1.06,5,0,0,0.86,6.42,0.23,4/22/2002,nd,nd,nd,Degraded
5282,10313166,Reef_Check,26.2217,127.3602,Pacific,127.21.36.629E.26.13.18.2N,Central Indo-Pacific,North Ryukyu Islands Japan,Japan,Okinawa,Kerama Islands,nd,228.86,Sheltered,0.0,69.92,21,6,1998,10.0,Fleshy Seaweed,0.0,0.0,0.0,301.15,299.38,297.91,291.6,303.86,2.75,8.0,-0.56,0.86,0.0,-3.14,2.85,8,5.72,32,6,10.57,3.08,16.78,2.2,-2.37,2.75,-10.14,2.1,-3.82,0,1.26,8,0,0,1.11,11.4,0.34,6/21/1998,nd,nd,nd,Degraded
6907,10318268,Reef_Check,26.2356,56.46,Arabian Gulf,56.27.36E.26.14.08N,Western Indo-Pacific,Gulf of Oman,Oman,Musandam Governorate,Shaisah,nd,12.31,Sheltered,0.1526,46.32,23,10,2009,10.0,Hard Coral,21.25,0.0,0.12,299.37,303.88,300.36,292.95,309.35,3.39,3.0,2.07,1.04,0.0,-3.82,5,5,5.45,26,7,6.02,3.18,15.36,2.69,-0.57,3.39,-11.5,4.9,-4.08,3,1.44,5,1,4.39,1.53,11.67,0.6,10/23/2009,nd,nd,nd,Degraded
999668,10330097,AGRRA,21.9023,-81.4258,Atlantic,nd,Tropical Atlantic,Cuba and Cayman Islands,Cuba,Matanzas,nd,Cayo Sigua 2 (cresta),13953.99,Exposed,0.0619,54.28,17,3,2001,1.2,nd,0.0,0.0,0.0,300.12,299.06,301.12,295.76,306.14,1.99,5.0,-0.19,0.8,0.0,-3.58,2.53,4,3.73,18,4,1.17,2.15,10.64,1.49,-4.69,1.99,-7.98,2.38,-2.62,0,1.05,4,0,0,0.86,6.18,0.24,3/17/2001,nd,nd,nd,Degraded
7682,10318995,Reef_Check,18.0882,-65.4619,Atlantic,65.27.42.84W.18.5.17.67N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,Puerto Rico,Vieques,nd,415.59,Exposed,0.0308,71.4,24,6,2015,5.3,Nutrient Indicator Algae,0.0,0.0,0.0,262.15,300.82,300.46,296.65,304.02,1.23,8.0,0.15,0.74,0.0,-3.3,2.46,3.4,4.79,23.6,3.4,0.56,2.41,15.47,1.3,-1.14,1.23,-5.3,2.05,-1.49,1.6,1.41,6.6,0.2,0,0.94,8.52,0.25,6/24/2015,nd,nd,nd,Degraded
2126,10309620,Reef_Check,22.3628,114.2743,Pacific,114.16.27.5E.22.21.46N,Central Indo-Pacific,Hong Kong,China,Hong Kong,Sai Kung District,nd,31.18,Sheltered,0.2481,52.89,6,9,2005,3.5,Hard Coral,34.38,0.0,0.0,299.97,300.88,296.81,284.82,305.82,4.16,3.0,-0.54,1.34,0.0,-5.97,8.21,5,6.01,27,10,0,5.67,38.94,4.42,-0.85,4.16,-16.9,4.08,-4.9,1,2.41,10,1,0,2.26,23.77,0.71,9/6/2005,nd,nd,nd,Transitional
5698,10318397,Reef_Check,5.8144,103.0072,Pacific,5N103E1,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Terengganu,Kuala Nerus,nd,112.62,Sheltered,0.0444,49.62,14,5,2017,10.7,Nutrient Indicator Algae,0.0,0.0,0.0,303.35,303.2,302.27,297.48,305.91,1.41,1.0,-0.5,0.93,0.0,-3.43,3.01,8,6.29,31,6,2.7,3.46,21.55,2.44,-0.53,1.41,-6.25,2.16,-1.46,0,2.04,10,1,0,1.32,11.77,0.43,5/14/2017,nd,nd,nd,Degraded
1118,10313681,Reef_Check,-16.25,145.8331,Pacific,145.49.59E.16.50.0S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Opal Reef,nd,37626.29,Sheltered,0.0542,52.46,15,3,2009,7.0,Hard Coral,61.25,0.0,1.0,299.99,301.77,299.58,294.69,306.54,2.11,5.0,0.24,0.87,0.0,-3.31,4.98,2,5.78,30,6,3.48,3.39,19.78,2.19,-0.5,2.11,-7.57,4.26,-2.68,1,1.52,8,1,2.18,1.37,10.85,0.53,3/15/2009,nd,nd,nd,Healthy_Coral
9591,10308168,Reef_Check,9.1956,103.3239,Pacific,103.32385E.9.19558N,Central Indo-Pacific,Gulf of Thailand,Vietnam,Kien Giang,Phu Quoc,nd,19024.86,Exposed,0.0,47.4,4,12,2002,3.0,Fleshy Seaweed,30.62,0.0,0.0,300.69,301.54,301.85,298.2,306.27,1.11,7.0,0.44,0.85,0.0,-3.54,3.49,1,4.58,22,5,1.02,2.96,20.38,1.82,-1.54,1.11,-4.88,3.18,-1.22,0,2.21,9,1,0,1.76,14.11,0.54,12/4/2002,nd,nd,nd,Transitional
1806,10316549,Reef_Check,18.4667,-64.525,Atlantic,18N64W2,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United Kingdom,British Virgin Islands,Tortola,nd,84.16,Sheltered,0.0579,59.77,16,8,1997,3.0,Hard Coral,38.12,0.0,0.0,301.53,301.23,300.22,296.39,304.26,1.24,8.0,0.1,0.74,0.0,-2.93,2.9,0,4.6,23,3,0,2.23,12.82,1.25,-0.55,1.24,-5.38,2.48,-1.55,0,1.23,5,0,0,0.81,5.97,0.24,8/16/1997,nd,nd,nd,Transitional
3425,10318113,Reef_Check,-21.1028,55.2428,Indian,55.14.34.08E.21.6.10.08S,Western Indo-Pacific,Mascarene Islands,France,Reunion,La Saline,nd,199.51,Sheltered,0.0252,53.25,1,5,2010,1.0,Hard Coral,40.0,0.0,0.0,298.38,300.79,298.82,295.13,303.0,1.84,5.0,0.9,0.63,0.0,-2.54,2.58,2,3.86,19,2,2.99,1.88,12.72,0.91,-0.43,1.84,-6.08,1.77,-2.39,2,0.78,3,0,2.85,0.51,3.62,0.13,5/1/2010,nd,nd,nd,Transitional
125,10313727,Reef_Check,-16.2394,145.8697,Pacific,145.52.18E.16.14.37S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,35854.7,Sheltered,0.0,50.97,9,9,2001,4.0,Fleshy Seaweed,0.0,0.0,0.0,298.57,297.4,299.6,294.11,306.36,2.07,6.0,-0.19,0.88,0.0,-3.62,4.82,3,5.63,26,6,0,3.31,18.81,2.17,-4.85,2.07,-8.14,4.09,-2.65,1,1.53,6,1,0,1.44,10.14,0.56,9/9/2001,nd,nd,nd,Degraded
7160,10312150,Reef_Check,9.5456,122.5022,Pacific,122.30.08E.09.32.44N,Central Indo-Pacific,South-east Philippines,Philippines,Western Visayas,Negros Occidental,nd,603.0,Exposed,0.0,55.92,16,9,2000,10.0,Hard Coral,47.5,0.0,0.0,262.15,301.82,301.66,298.1,304.73,1.09,3.0,-0.24,0.79,0.0,-2.93,2.76,1.33,5.76,27.33,4.67,0,3.37,21.9,1.66,-0.78,1.09,-4.5,2.12,-0.93,0.67,3.01,16.33,1,0,1.75,17.62,0.42,9/16/2000,nd,nd,nd,Transitional
5686,10307935,Reef_Check,5.7539,103.0289,Pacific,103.1.44.07E.5.45.14.03N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Terengganu,Kuala Nerus,nd,43.41,Sheltered,0.0513,49.62,16,5,2015,6.5,Hard Coral,50.62,0.0,0.0,262.15,303.71,302.26,297.77,305.89,1.37,1.0,0.06,0.91,0.0,-3.41,3.6,12.62,6.22,31,6.25,1.12,3.35,20.42,2.32,0.05,1.37,-5.89,2.22,-1.4,3.88,1.96,9.5,1,0.91,1.23,9.91,0.42,5/16/2015,nd,nd,nd,Healthy_Coral
6685,10321258,Reef_Check,10.1579,98.1388,Pacific,98.8.19.8E.10.9.28.4N,Western Indo-Pacific,Andaman Sea,Myanmar,Tanintharyi Region,Mergui Archipelago,nd,195.04,Sheltered,0.0996,47.65,18,4,2013,6.0,Nutrient Indicator Algae,0.0,0.0,0.0,302.59,303.86,301.8,297.07,305.34,1.16,2.0,0.79,0.95,0.0,-3.44,3.02,10,6.69,28,7,4.21,3.84,24.66,2.6,0.78,1.16,-6,2.25,-1.27,0,1.46,5,1,0,1.15,6.73,0.38,4/18/2013,nd,nd,nd,Degraded
6935,10313404,Reef_Check,7.259,134.5257,Pacific,134.31.54E.7.15.54N,Central Indo-Pacific,Palau,Palau,Koror,Uchelbeluu Reef,nd,5837.54,Exposed,0.0634,58.2,1,6,2000,3.0,Hard Coral,23.12,0.0,0.0,302.25,303.48,301.84,298.54,305.1,0.94,3.0,1.11,0.84,0.0,-3.27,2.95,2,4.8,28,5,0,2.7,17.88,1.83,1.12,0.94,-3.81,2.74,-0.51,1,2.67,15,2,0,1.54,8.94,0.76,6/1/2000,nd,nd,nd,Degraded
999622,10330285,AGRRA,23.2997,-80.9594,Atlantic,nd,Tropical Atlantic,Cuba and Cayman Islands,Cuba,Matanzas,Bahia de Matanzas,Cayo Cruz del Padre (Oeste) (profundo),4084.1,Sometimes,0.0468,54.08,24,5,2001,14.0,nd,0.0,0.0,0.0,301.61,300.61,300.36,295.83,305.07,1.73,4.0,-0.01,0.81,0.0,-3.43,3.97,3,3.26,15,5,0,2.08,9.27,1.76,-2.08,1.73,-6.85,2.37,-2.31,0,1.14,5,1,0,0.88,6.24,0.35,5/24/2001,nd,nd,nd,Degraded
1589,10323694,Donner,16.313,-88.137,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Belize,Toledo District,nd,(8) Ranguana Caye South Canyon,22781.95,Exposed,0.1048,65.83,15,10,2005,11.4,nd,0.0,0.0,2.0,301.26,302.23,301.39,296.95,306.07,1.4,8.0,-0.1,1,0.0,-3.57,3.33,9,3.94,17,5,6.12,2.59,14.73,1.92,-0.52,1.4,-5.79,3.31,-1.35,5,2.43,9,2,5.85,1.85,9.38,0.82,10/15/2005,nd,nd,nd,Degraded
2154,10309640,Reef_Check,22.5262,114.2842,Pacific,114.17.3.1E.22.31.34.5N,Central Indo-Pacific,Hong Kong,China,Hong Kong,Plover Cove Country Park,nd,94.22,Sheltered,0.3318,55.21,3,9,2006,3.0,Nutrient Indicator Algae,0.0,0.0,0.0,300.27,302.6,297.04,288.39,310.92,4.24,3.0,0.84,1.61,0.0,-4.73,9.43,10,6.58,30,10,6.26,10.9,84.39,5.55,0.63,4.24,-13.57,8.94,-4.92,0,2.39,9,2,0,2.44,14.89,0.89,9/3/2006,nd,nd,nd,Degraded
3126,10316283,Reef_Check,-17.282,178.4623,Pacific,178.27.74E.17.16.92S,Central Indo-Pacific,Fiji,Fiji,Viti Levu Group,Viti Levu,nd,3589.5,Sheltered,0.0,40.66,24,9,2002,5.0,Hard Coral,26.25,0.0,0.0,299.12,297.76,299.99,295.82,303.89,1.51,7.0,-0.72,0.83,0.0,-3.15,2.71,5,5.96,27,6,1.99,3.09,16.78,2,-3.96,1.51,-5.9,2.16,-1.72,2,1.23,6,1,0,0.94,5.58,0.35,9/24/2002,nd,nd,nd,Degraded
5562,10307772,Reef_Check,4.0114,100.5351,Pacific,100.5351E.4.0114N,Central Indo-Pacific,Andaman Sea,Malaysia,Perak,Sembilan Island,nd,51.88,Sheltered,0.1934,48.74,11,1,2012,5.0,Hard Coral,35.62,0.0,0.0,302.84,301.96,302.97,299.03,305.83,0.96,1.0,-0.57,0.91,0.0,-3.61,2.65,8,4.53,19,6,8.58,3.13,21,2.24,-1.48,0.96,-4.4,2.38,-0.46,1,2.95,12,2,0,1.87,12.85,0.94,1/11/2012,nd,nd,nd,Transitional
13232,10275734,FRRP,25.1031,-80.3244,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,6042.0,Exposed,0.1244,57.05,24,2,2016,4.6,nd,0.0,0.0,14.81,298.2,297.39,299.74,293.58,305.27,2.45,4.0,0.59,0.94,0.0,-3.63,4.67,24,4.83,26,7,13.68,2.7,14.67,2.37,-5.69,2.45,-9.5,2.19,-3.33,3,1.13,5,0,0,0.76,5.36,0.22,2/24/2016,nd,No Disease; very poor visibility; surgy and cold,nd,Degraded
1136,10313630,Reef_Check,-16.0161,145.7942,Pacific,145.47.39E.16.0.58S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,34920.24,Sheltered,0.0616,49.35,22,3,2009,6.0,Hard Coral,33.12,0.0,0.0,299.76,300.7,299.58,295.2,305.32,1.97,8.0,-0.5,0.84,0.0,-3.02,4.11,4,5.73,33,5,2.83,3.19,19.63,1.98,-1.38,1.97,-6.87,3.24,-2.49,3,1.41,7,1,2.75,1.31,9.77,0.49,3/22/2009,nd,nd,nd,Transitional
999449,10330572,AGRRA,24.7046,-77.7515,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,Bahamas,Andros Island,North Andros,nd,1060.51,Sheltered,0.0436,59.68,22,4,2002,1.2,nd,0.0,0.0,0.0,299.19,298.32,299.61,294.97,304.85,2.03,5.0,0.22,0.77,0.0,-3.16,3.1,2,4.13,22,4,1.06,2.31,14.98,1.36,-4.04,2.03,-7.39,2.48,-2.75,1,1.06,5,0,0,0.86,6.42,0.23,4/22/2002,nd,nd,nd,Degraded
999707,10330727,AGRRA,9.5753,-78.6761,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Panama,Guna Yala Comarca,Gulf of Guna Yala,East Banedup,421.74,Sheltered,0.0595,49.81,20,6,2002,8.0,nd,0.0,0.0,4.73,301.55,301.83,301.05,297.72,304.3,1.04,4.0,0.39,0.77,0.0,-2.8,2.4,0,4.88,21,4,0,2.85,19.92,1.5,-0.14,1.04,-4.25,2.32,-0.91,0,2.04,9,1,0,1.6,15.28,0.51,6/20/2002,nd,nd,nd,Degraded
3613,10322044,Reef_Check,-14.4639,-146.0477,Pacific,NSTuripaua,Eastern Indo-Pacific,Western Tuamotu Archipelago central Pacific,French Polynesia,Tuamotu Archipelago,Manihi,nd,278.11,Sheltered,0.0272,49.65,1,10,2008,2.0,Hard Coral,50.0,0.0,0.0,300.93,299.64,301.04,297.76,304.85,1.02,8.0,-0.58,0.66,0.0,-2.68,3.15,0,4.14,22,2,0,2.1,16.3,0.95,-2.31,1.02,-4.19,2.89,-0.89,0,1.94,8,1,0,1.24,10.63,0.4,10/1/2008,nd,nd,nd,Healthy_Coral
9120,10328451,Donner,24.447,-81.903,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,A1047,9147.45,Exposed,0.0571,56.58,15,9,2005,13.3,nd,0.0,0.0,32.7,300.97,302.38,299.84,293.35,305.47,2.5,8.0,-0.12,1,0.0,-4.27,3.46,1,4.08,23,5,0,2.54,14.48,2.03,-0.85,2.5,-9.88,2.24,-3.38,0,1.12,5,0,0,0.81,7.03,0.23,9/15/2005,nd,nd,nd,Degraded
7324,10319655,Reef_Check,10.0128,125.0151,Pacific,720874E.1107506N,Central Indo-Pacific,South-east Philippines,Philippines,Eastern Visayas,Southern Leyte,nd,233.61,Sheltered,0.0514,56.67,16,11,2007,12.0,Nutrient Indicator Algae,1.88,0.0,0.02,300.63,301.33,301.33,297.8,304.6,1.17,7.0,-0.23,0.8,0.0,-3.05,2.98,4,4.77,23,5,0,3.01,18.05,1.88,-0.89,1.17,-4.42,2.37,-0.87,4,2.58,11,2,0,1.91,14.86,0.78,11/16/2007,nd,nd,nd,Degraded
5608,10311303,Reef_Check,4.556,118.9271,Pacific,118.55.627E.4.33.359N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,nd,653.04,Sheltered,0.07,54.59,7,7,2019,7.0,Hard Coral,43.12,0.0,0.0,301.86,302.52,301.76,297.73,304.67,0.96,1.0,0.54,0.79,0.0,-2.81,2.83,2,3.9,19,4,2.09,2.21,19.86,1.45,-0.06,0.96,-4.84,2.08,-0.81,1,1.41,7,1,2.08,0.92,8.56,0.37,7/7/2019,nd,nd,nd,Transitional
