Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments,Reef_Regime
9643,10309172,Reef_Check,12.2222,109.3014,Pacific,109.18.05E.12.13.20N,Central Indo-Pacific,South Vietnam,Vietnam,Khanh Hoa Province,Nha Trang,nd,84.97,Exposed,0.0992,49.59,31,8,2005,6.0,Hard Coral,6.25,0.0,0.0,301.44,301.42,299.94,294.17,304.73,1.93,3.0,-0.06,1.1,0.0,-3.99,5.18,3,6.05,29,9,1.01,4.09,26.71,3.48,-0.14,1.93,-7.39,3.15,-1.62,0,2.64,14,3,0,2.03,11.95,1.23,8/31/2005,nd,nd,nd,Degraded
151,10313904,Reef_Check,-13.8012,146.557,Pacific,146.33.422E.13.48.073S,Central Indo-Pacific,Coral Sea,Australia,Queensland,Coral Sea Islands Territory,nd,150705.93,Exposed,0.0644,69.56,2,3,2004,6.0,Nutrient Indicator Algae,0.0,0.0,0.0,301.05,302.2,299.95,295.38,305.5,1.7,5.0,0.48,0.83,0.0,-3.37,3.56,1,6.01,29,5,0,3.04,18.8,1.8,0.14,1.7,-6.67,3.44,-2.09,0,1.12,4,0,0,0.93,6.63,0.31,3/2/2004,nd,nd,nd,Degraded
7851,10315945,Reef_Check,-11.6619,169.2906,Pacific,169.17.26E.11.39.43S,Central Indo-Pacific,Vanuatu,Solomon Islands,Rennell and Bellona Province,Rennell Island,nd,63298.44,Sheltered,0.0268,36.4,17,7,2009,9.0,Nutrient Indicator Algae,0.0,0.0,0.0,300.63,301.51,301.69,297.64,305.16,1.04,10.0,0.69,0.81,0.0,-3.29,2.97,9,3.85,18,4,1.22,2.53,18.14,1.53,-0.94,1.04,-4.8,2.71,-0.75,5,1.91,8,2,0,1.42,11.77,0.64,7/17/2009,nd,nd,nd,Degraded
4988,10017,Kumagai,24.3416,124.0743,Pacific,nd,Central Indo-Pacific,South Ryukyu Islands Japan,Japan,Okinawa,Yaeyama Islands,nd,911.54,Sheltered,0.0509,65.58,27,6,2009,2.0,nd,0.0,0.0,30.5,302.06,302.23,298.84,293.67,304.74,2.45,6.0,0.98,0.89,0.0,-3.72,3.27,8,6.9,37,7,1.04,3.5,17.96,2.39,0.16,2.45,-8.39,2.66,-3.22,0,1.35,6,1,0,1.06,8.37,0.37,6/27/2009,nd,nd,Bleaching percentage averaged from code: Moderate (11-50% Bleached),Degraded
7682,10318995,Reef_Check,18.0882,-65.4619,Atlantic,65.27.42.84W.18.5.17.67N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,Puerto Rico,Vieques,nd,415.59,Exposed,0.0308,71.4,24,6,2015,5.3,Hard Coral,3.75,0.0,0.0,262.15,300.82,300.46,296.65,304.02,1.23,8.0,0.15,0.74,0.0,-3.3,2.46,3.4,4.79,23.6,3.4,0.56,2.41,15.47,1.3,-1.14,1.23,-5.3,2.05,-1.49,1.6,1.41,6.6,0.2,0,0.94,8.52,0.25,6/24/2015,nd,nd,nd,Degraded
13138,10275638,FRRP,25.009,-80.3891,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,7567.0,Exposed,0.1005,60.51,8,10,2015,5.6,nd,0.0,0.0,45.61,299.03,302.1,299.81,293.77,305.26,2.37,2.0,0.71,0.89,0.0,-3.63,4.23,20,4.73,26,6,13.99,2.64,14.68,2.01,-0.95,2.37,-9.27,2.21,-3.22,7,1.35,7,0,9.88,0.9,9.88,0.21,10/8/2015,nd,nd,nd,Degraded
945,10323105,Donner,-19.1809,147.0645,Pacific,nd,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Salamander Reef,nd,3923.23,Exposed,0.1326,41.93,15,4,1998,0.0,nd,0.0,0.0,75.0,298.2,301.16,299.0,292.98,305.11,2.77,4.0,1.37,1,0.0,-3.18,2.87,7,5.75,30,7,7.56,3.11,18.52,2.52,-1.15,2.77,-9.32,2.79,-3.3,4,1.64,7,1,6.01,1.47,10.17,0.55,4/15/1998,nd,nd,Bleaching percent averaged from code: Severe (>50% Bleached),Degraded
13072,10275569,FRRP,24.9664,-80.537,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,1548.0,Sheltered,0.1713,62.54,19,9,2012,4.0,nd,0.0,0.0,0.0,299.63,302.29,299.65,292.51,306.82,2.7,4.0,0.22,1.13,0.0,-4.73,4.11,5,5.51,31,9,1.29,3.55,22.75,3.49,-0.98,2.7,-10.76,3.54,-3.61,1,1.3,6,1,1.23,1.05,9.17,0.33,9/19/2012,nd,nd,nd,Degraded
2949,10316985,Reef_Check,28.3535,34.4332,Red Sea,34.25.59.6E.28.21.12.7N,Western Indo-Pacific,North and central Red Sea,Egypt,South Sinai Governorate,Dahab,nd,36.77,Sheltered,0.0424,47.94,31,7,2006,9.5,Nutrient Indicator Algae,3.12,0.0,0.0,299.97,300.6,297.25,291.98,302.73,2.14,5.0,0.89,0.9,0.0,-3.54,4.58,11,6.18,32,6,6.21,3.58,19.68,2.24,0.61,2.14,-8.01,2.74,-2.73,3,2.28,8,2,1.01,1.79,11.07,0.66,7/31/2006,nd,nd,nd,Degraded
8749,10316733,Reef_Check,24.5542,-81.6814,Atlantic,24N81W7,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,639.92,Sheltered,0.0,56.21,12,7,1997,10.0,Fleshy Seaweed,40.0,0.0,0.0,262.15,303.27,299.61,291.47,306.3,2.79,1.0,0.75,1.28,0.0,-5.26,4.14,11.75,4.52,26.38,9.75,4.99,4.6,21.39,4.43,0.44,2.79,-11.35,3.46,-3.21,2.75,1.56,8.5,3.12,1.46,2.67,13.5,1.9,7/12/1997,nd,nd,nd,Transitional
131,10313662,Reef_Check,-15.9829,145.8224,Pacific,145.49.342E.15.58.973S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,38514.12,Sheltered,0.0781,48.8,26,3,2011,5.0,Hard Coral,51.25,0.0,2.5,299.55,301.26,299.65,295.42,306.1,1.92,5.0,0.18,0.84,0.0,-3.21,4.62,14,5.8,31,5,0,3.19,18.16,1.9,-0.84,1.92,-6.67,4,-2.44,1,1.51,7,1,0,1.36,9.2,0.48,3/26/2011,nd,nd,nd,Healthy_Coral
5646,10310893,Reef_Check,4.9123,118.2543,Pacific,118.15.256E.4.54.74N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Kunak,nd,1907.62,Sheltered,0.072,54.46,12,12,2013,5.5,Nutrient Indicator Algae,4.38,0.0,0.0,300.94,303.66,302.35,298.63,306.08,1.18,1.0,2.08,0.9,0.0,-3.2,3.38,10,5.34,33,6,0,3.03,22.5,2.25,0.14,1.18,-4.88,2.55,-1.16,4,1.65,8,1,0,1.23,7.86,0.46,12/12/2013,nd,nd,nd,Degraded
2244,10324087,Donner,12.5,-81.733,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Colombia,San Andres and Providencia,San Andres,Iguana,44.92,Sometimes,0.0311,64.91,15,9,2006,10.5,nd,0.0,0.0,5.0,301.72,301.19,300.75,297.51,304.98,0.98,7.0,-0.36,1,0.0,-3.15,3.49,6,4.7,19,4,0,2.64,16.36,1.47,-0.53,0.98,-4.21,3.25,-0.97,4,1.62,7,1,0,1.26,9.06,0.45,9/15/2006,nd,nd,nd,Degraded
7394,10312635,Reef_Check,10.2823,123.9978,Pacific,123.59.52E.10.16.56.2N,Central Indo-Pacific,South-east Philippines,Philippines,Central Visayas,Cebu,nd,95.11,Sheltered,0.1228,56.63,30,6,2007,6.0,Hard Coral,40.62,0.0,1.0,302.34,303.47,301.56,297.67,306.23,1.29,3.0,0.96,0.87,0.0,-2.78,3.84,5,6.04,28,6,2.51,3.48,20.93,2.23,0.94,1.29,-4.85,3.69,-0.96,3,3.39,15,2,1.01,2.42,14.47,1.04,6/30/2007,nd,nd,nd,Transitional
116,10313563,Reef_Check,-16.3772,145.558,Pacific,145.33.480E.16.22.630S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Low Isles,nd,742.91,Sheltered,0.0758,63.92,24,8,2013,2.0,Hard Coral,12.5,0.0,1.75,298.77,297.36,299.51,294.01,305.39,2.44,7.0,0.64,0.88,0.0,-3.04,3.45,4,5.27,24,6,2.54,2.98,17.76,2.25,-5.16,2.44,-8.51,2.86,-3.0,1,1.5,7,1,0,1.2,7.33,0.45,8/24/2013,nd,nd,nd,Degraded
5916,10311023,Reef_Check,4.1188,118.6291,Pacific,118.37.44.7E.4.7.7.8N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Sipadan Island Park,nd,200.17,Exposed,0.0644,54.37,19,11,2015,5.0,Hard Coral,19.38,0.0,0.0,300.96,302.3,301.87,298.08,305.38,0.97,3.0,0.43,0.81,0.0,-3.29,2.94,4,3.68,16,4,0,2.11,13.67,1.59,-0.33,0.97,-4.54,2.75,-0.75,4,1.37,7,1,0,0.91,5.23,0.37,11/19/2015,nd,nd,nd,Degraded
9584,10308869,Reef_Check,8.8772,106.6481,Pacific,106.64799E.08.87732N,Central Indo-Pacific,South Vietnam,Vietnam,Vungtau-Baria,Con Dao,nd,12986.36,Exposed,0.0,49.59,9,7,2001,4.0,Hard Coral,30.0,0.0,0.0,301.67,302.33,300.84,295.79,305.6,1.86,5.0,0.29,0.9,0.0,-3.29,3.63,1,6.41,34,6,0,3.65,25.81,2.26,-0.53,1.86,-7.07,2.73,-2.02,0,2.07,10,1,0,1.43,8.48,0.47,7/9/2001,nd,nd,nd,Transitional
20,10318752,Reef_Check,17.1964,-61.8315,Atlantic,61.49.89W.17.11.785N,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,Antigua and Barbuda,Antigua,Saint John,nd,2577.74,Exposed,0.0,54.01,12,10,2004,10.0,Hard Coral,14.17,0.0,0.0,301.27,302.66,300.26,296.82,304.27,1.23,2.0,0.89,0.77,0.0,-3.06,2.55,0,5.45,26,4,0,2.8,19.55,1.49,0.88,1.23,-4.96,2.49,-1.51,0,1.44,7,0,0,0.88,6.76,0.26,10/12/2004,nd,nd,nd,Degraded
3727,10320671,Reef_Check,15.9647,-86.5002,Atlantic,86.30.0.8W.15.57.53N,Tropical Atlantic,Belize and west Caribbean,Honduras,Bay Islands,Cayos Cochinos,nd,146.42,Sheltered,0.0603,49.45,6,4,2006,6.0,Nutrient Indicator Algae,47.5,0.0,0.0,301.35,301.23,301.21,297.77,305.42,1.29,6.0,0.23,0.85,0.0,-3.19,3.53,12,4.84,21,6,0,2.91,17.27,2.03,-1.45,1.29,-4.9,2.74,-1.46,2,2.41,12,1,0,1.76,13.92,0.63,4/6/2006,nd,nd,nd,Transitional
999941,10331033,AGRRA,25.019,-80.367,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,Sand Island,8824.58,Exposed,0.0527,60.51,21,5,2003,3.8,nd,0.0,0.0,1.19,301.82,301.11,299.84,293.77,305.26,2.37,3.0,0.72,0.89,0.0,-3.66,4.19,7,4.56,24,5,11.13,2.61,14.56,1.99,-1.94,2.37,-9.27,2.21,-3.2,0,1.32,7,0,0,0.88,9.88,0.21,5/21/2003,nd,nd,nd,Degraded
7428,10312893,Reef_Check,10.5161,124.6698,Pacific,124.40.11.3E.10.30.57.9N,Central Indo-Pacific,South-east Philippines,Philippines,Eastern Visayas,Leyte,nd,123.79,Sheltered,0.057,57.84,24,7,2008,12.0,Hard Coral,35.0,0.0,0.0,302.81,303.63,301.94,296.51,306.45,1.32,3.0,0.73,0.85,0.0,-3.44,3.64,10,4.67,20,5,2.28,2.76,15.64,1.97,0.63,1.32,-6.48,3.44,-1.05,7,2.42,11,2,2.21,1.75,13.28,0.78,7/24/2008,nd,nd,nd,Transitional
1000035,10329182,AGRRA,18.2108,-87.8297,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Othon P. Blanco,Xcalak Sur,1278.02,Exposed,0.0381,52.62,16,7,1999,9.1,nd,0.0,0.0,2.8,262.15,300.87,300.81,296.4,305.74,1.52,6.0,-1.1,0.92,0.0,-3.28,3.63,7.33,4.08,22.33,5.83,2.15,2.55,14.02,2.27,-1.57,1.52,-6.04,3.29,-1.62,3,1.74,8.33,1.5,0.46,1.48,10.36,0.65,7/16/1999,nd,nd,nd,Degraded
6100,10310450,Reef_Check,6.7065,116.3347,Pacific,116.20.084E.6.42.389N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Sabah,Mantanani Islands,nd,1094.52,Sheltered,0.0844,53.85,18,7,2019,6.0,Hard Coral,30.62,0.0,1.5,302.85,302.38,301.97,296.64,306.2,1.72,3.0,-0.92,1.03,0.0,-3.7,3.31,8,5.98,25,8,2.51,3.64,22.68,2.86,-1.26,1.72,-7,2.55,-1.66,1,1.4,6,1,1.17,1.14,7.73,0.4,7/18/2019,nd,nd,nd,Transitional
13759,10276279,FRRP,25.8094,-80.1099,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Miami-Dade County,nd,1158.0,Exposed,0.0616,41.6,22,7,2015,5.5,nd,0.0,0.0,24.32,302.37,303.36,299.73,294.08,304.72,2.16,3.0,0.86,0.81,0.0,-3.45,2.87,14,3.75,18,4,5.78,2.17,12.03,1.59,0.7,2.16,-8.57,2.05,-2.92,2,0.9,5,0,0,0.6,4.71,0.19,7/22/2015,nd,nd,nd,Degraded
5977,10311092,Reef_Check,4.6526,118.6647,Pacific,118.39.884E.4.39.154N,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Semporna,nd,596.37,Sheltered,0.1128,54.47,12,4,2018,10.0,Hard Coral,1.25,0.0,0.0,302.74,300.79,302.12,298.91,305.57,1.03,2.0,-1.95,0.89,0.0,-3.43,3.14,12,4.81,21,6,1.7,2.58,17.21,2.17,-2.12,1.03,-4,2.65,-0.78,2,1.69,8,1,0,1.19,9.71,0.54,4/12/2018,nd,nd,nd,Degraded
5344,10312367,Reef_Check,24.2857,123.7319,Pacific,123.43.54.8E.24.17.8.53N,Central Indo-Pacific,South Ryukyu Islands Japan,Japan,Okinawa,Yaeyama Islands,nd,942.25,Exposed,0.0317,73.79,22,11,2014,9.0,Hard Coral,83.12,0.0,0.0,296.86,299.54,299.18,294.01,304.76,2.39,7.0,0.75,0.92,0.0,-3.58,2.88,4,5.99,29,7,5.8,3.43,24.33,2.45,-2.73,2.39,-8.26,2.49,-3.08,1,1.15,6,0,1.04,1.01,8.07,0.33,11/22/2014,nd,nd,nd,Healthy_Coral
3176,10324662,Donner,-17.8992,178.7581,Pacific,nd,Central Indo-Pacific,Fiji,Fiji,Viti Levu Group,Viti Levu,nd,12246.84,Sheltered,0.1179,35.8,15,4,2000,0.0,nd,0.0,0.0,75.0,300.22,302.38,299.89,295.78,304.86,1.59,5.0,1.4,1,0.0,-3.6,3.1,7,5.66,23,6,4.63,3.3,20.34,2.09,0.59,1.59,-6,3.07,-1.88,2,1.99,10,1,2.42,1.52,19.13,0.37,4/15/2000,Estimated location,Estimated location,Bleaching percent averaged from code: Severe (>50% Bleached),Degraded
2117,10309864,Reef_Check,22.3538,114.3691,Pacific,114.22.143E.22.21.228N,Central Indo-Pacific,Hong Kong,China,Hong Kong,Sai Kung District,nd,37.06,Sheltered,0.2506,52.89,3,9,2011,4.0,Nutrient Indicator Algae,0.0,0.0,0.5,299.52,301.76,296.87,285.26,305.1,4.21,3.0,0.09,1.35,0.0,-5.92,7.97,5,5.83,28,10,1.26,5.94,52.14,4.53,-0.19,4.21,-16.69,3.14,-5.07,0,1.51,6,1,0,1.3,12.57,0.42,9/3/2011,nd,nd,nd,Degraded
3526,10314134,Reef_Check,-17.6564,-149.6026,Pacific,149.36.157W.17.39.383S,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Tahiti,nd,292.15,Sometimes,0.0282,49.88,12,10,2016,2.0,Nutrient Indicator Algae,11.88,0.0,0.0,300.74,300.57,300.74,297.05,304.57,1.12,3.0,0.63,0.62,0.0,-2.72,2.58,7,2.91,13,2,2.37,1.85,15.83,0.77,-1.48,1.12,-5,2.51,-1.3,5,1.36,5,0,0,0.99,7.81,0.21,10/12/2016,nd,nd,nd,Degraded
15531,10313212,Reef_Check,-4.528,129.7648,Pacific,129.45.53.3E.4.31.40.8S,Central Indo-Pacific,Banda Sea and Molucca Islands,Indonesia,Maluku,Central Maluku Regency,Ai Pohon 3,212.51,Sheltered,0.0488,47.56,1,12,2019,10.0,Hard Coral,51.88,0.0,0.0,302.51,302.32,301.4,296.29,306.32,1.58,1.0,-0.47,0.88,0.0,-3.3,3.97,2,4.38,22,6,0,2.86,14.64,2.26,-0.51,1.58,-6.53,3.49,-1.42,0,2.01,8,2,0,1.63,10.38,0.75,12/1/2019,nd,nd,nd,Healthy_Coral
4542,10319955,Reef_Check,17.9196,-76.8189,Atlantic,76.49.133W.17.55.176N,Tropical Atlantic,Jamaica,Jamaica,Kingston Parish,Port Royal,nd,156.26,Sheltered,0.0645,92.3,20,5,2009,8.0,Hard Coral,5.0,0.0,1.0,301.15,300.92,301.06,298.32,305.25,1.09,6.0,0.02,0.69,0.0,-3.21,2.88,2,3.68,17,2,0,1.92,14.59,0.88,-1.5,1.09,-4.09,2.82,-1.35,0,1.21,6,0,0,0.89,6.28,0.26,5/20/2009,nd,nd,nd,Degraded
12381,10274857,FRRP,24.5451,-81.427,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Monroe County,nd,8254.0,Exposed,0.142,58.42,2,9,2015,11.4,nd,0.0,0.0,55.43,299.84,304.91,299.82,293.1,305.95,2.61,2.0,5.05,2.61,0.0,-4.59,6.09,24,3.67,26,20,44.29,14.56,47.73,13.12,5.06,2.61,-6.75,6.09,-0.02,24,3.61,26,20,44.01,14.49,47.52,13.01,9/2/2015,nd,nd,nd,Degraded
87,10313825,Reef_Check,-16.8725,146.2044,Pacific,146.12.16E.16.52.21S,Central Indo-Pacific,Central and northern Great Barrier Reef,Australia,Queensland,Great Barrier Reef Marine Park,nd,21755.41,Sheltered,0.0526,36.0,6,3,2010,3.0,Nutrient Indicator Algae,1.25,0.0,0.5,300.33,302.44,299.59,294.85,305.79,2.09,5.0,0.67,0.85,0.0,-3.35,4.23,10,6.09,31,6,0,3.16,17.6,2.11,0.14,2.09,-7.44,3.49,-2.7,0,1.66,8,1,0,1.2,8.44,0.42,3/6/2010,nd,nd,nd,Degraded
3043,10315368,Reef_Check,5.2654,162.9971,Pacific,162.59.829E.5.15.922N,Central Indo-Pacific,Pohnpei and Kosrae Micronesia,Federated States of Micronesia,Kosrae,Yeseng,nd,142.96,Exposed,0.0302,52.04,5,5,2005,10.0,Nutrient Indicator Algae,0.0,0.0,0.0,301.97,301.8,302.01,299.13,304.99,0.9,5.0,-0.02,0.81,0.0,-3.14,2.89,4,4.98,26,4,0,2.54,15.82,1.61,-0.8,0.9,-3.47,2.38,-0.58,1,2.38,11,1,0,1.41,9.18,0.57,5/5/2005,nd,nd,nd,Degraded
6489,10326855,Donner,19.88,-87.412,Atlantic,nd,Tropical Atlantic,Belize and west Caribbean,Mexico,Quintana Roo,Zamach,PSJ20,1902.89,Exposed,0.0401,47.04,15,9,2005,21.0,nd,0.0,0.0,72.7,301.69,303.26,300.83,297.14,304.79,1.27,4.0,0.96,1,0.0,-3.36,3.57,5,3.41,17,3,6.08,1.69,10.38,0.99,0.87,1.27,-5.25,2.39,-1.55,3,1.07,5,0,4.85,0.73,5.98,0.2,9/15/2005,nd,nd,nd,Degraded
7314,10312218,Reef_Check,9.9349,123.379,Pacific,123.22.44.5E.9.56.5.5N,Central Indo-Pacific,South-east Philippines,Philippines,Central Visayas,Cebu,nd,138.97,Sheltered,0.0493,55.58,5,7,2007,6.0,Hard Coral,16.88,0.0,1.0,262.15,303.97,301.51,297.33,306.22,1.25,8.0,1.77,0.89,0.0,-2.57,3.88,6.67,5.65,24.67,6,8.9,3.8,21.76,2.29,1.53,1.25,-5.11,3.78,-0.91,4.33,3.21,14,2.67,5.83,2.54,18.26,1,7/5/2007,nd,nd,nd,Degraded
8718,10315165,Reef_Check,20.8843,-156.6894,Pacific,156.41.361W.20.53.06N,Eastern Indo-Pacific,Eastern Hawaii,United States,Hawaii,Maui,nd,218.79,Exposed,0.0,42.29,11,4,2010,3.5,Nutrient Indicator Algae,0.0,0.0,0.0,262.15,297.24,298.62,295.49,302.96,1.18,7.0,-0.26,0.68,0.0,-2.66,2.96,2.5,4.15,18.75,3,0.54,2.17,18.59,1.12,-2.77,1.18,-4.51,2.95,-1.37,0.5,1.7,9.75,0.5,0,1.28,14.94,0.3,4/11/2010,nd,nd,nd,Degraded
9740,10309304,Reef_Check,12.285,109.4994,Pacific,109.29.58E.12.17.6N,Central Indo-Pacific,South Vietnam,Vietnam,Khanh Hoa Province,Nha Trang,nd,13943.82,Exposed,0.0631,49.63,8,5,2005,7.4,Hard Coral,35.62,0.0,0.0,301.67,299.83,300.07,294.14,305.29,2.06,4.0,-1.67,1.11,0.0,-4.5,4.18,6,6.63,35,9,0,4.24,23.53,3.42,-1.88,2.06,-7.56,3.57,-1.63,3,3.63,22,3,0,2.71,21.84,1.45,5/8/2005,nd,nd,nd,Transitional
3562,10314288,Reef_Check,-16.7355,-151.5039,Pacific,151.30.14W.16.44.7.7S,Eastern Indo-Pacific,Society Islands French Polynesia,French Polynesia,Society Islands,Raiatea,nd,1836.01,Exposed,0.0297,52.69,31,10,2015,8.0,Nutrient Indicator Algae,0.0,0.0,2.25,301.24,300.09,300.93,297.94,304.79,1.07,6.0,-0.42,0.66,0.0,-2.61,3.03,3,2.77,10,2,0,1.66,10.12,0.89,-1.97,1.07,-4.11,2.73,-1.12,1,1.32,5,0,0,0.98,7.6,0.31,10/31/2015,nd,nd,nd,Degraded
5986,10308237,Reef_Check,4.8223,103.685,Pacific,103.41.5.85E.4.49.20.15N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Terengganu,Kuala Dungun,nd,691.76,Exposed,0.0513,49.82,8,8,2009,7.3,Hard Coral,53.75,0.0,0.0,302.12,300.9,301.78,296.85,305.52,1.31,2.0,-0.88,0.93,0.0,-3.72,3,9,6.25,32,6,1.14,3.52,19.54,2.35,-2.3,1.31,-6.34,2.31,-1.41,4,2.07,10,1,1.13,1.4,13.65,0.38,8/8/2009,nd,nd,nd,Healthy_Coral
1773,10316916,Reef_Check,-3.8604,-33.8187,Atlantic,33.818726W.3.860387N,Tropical Atlantic,Brazil,Brazil,Rio Grande do Norte,Rocas Atoll,nd,149154.63,Sheltered,0.0353,49.07,13,6,2003,4.2,Hard Coral,31.25,0.0,2.5,299.99,301.01,300.3,296.82,304.05,0.96,6.0,0.3,0.61,0.0,-2.81,2.6,0,2.76,17,1,0,1.39,13.34,0.61,-0.48,0.96,-4.67,2.55,-1.18,0,1.23,7,0,0,0.86,10.1,0.21,6/13/2003,nd,nd,nd,Transitional
5868,10308687,Reef_Check,2.7402,104.1316,Pacific,104.7.898E.2.44.410N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Pahang,Tioman Island,nd,48.57,Sheltered,0.0579,49.42,27,4,2014,4.0,Hard Coral,41.25,0.0,0.0,302.68,303.26,301.86,298.26,305.64,1.16,1.0,0.29,0.88,0.0,-3.49,3.7,6,6.26,30,5,0,3.7,22.78,2.1,0.21,1.16,-4.78,2.58,-1.18,5,2.27,10,1,0,1.57,11.89,0.53,4/27/2014,nd,nd,nd,Transitional
9979,10290527,McClanahan,-22.0806,113.8934,Indian,nd,Central Indo-Pacific,Ningaloo Reef and coastal north-west Australia,Australia,Western Australia,Cape Range National Park,Mandu 2,189.33,Sheltered,0.0679,53.93,1,5,2016,1.5,nd,0.0,0.0,9.41,262.15,299.04,298.48,293.8,305.02,2.12,6.0,-1.82,1.04,0.0,-3.86,4.53,7.75,5.94,30,6.25,0.26,4.84,35.28,2.73,-2.37,2.12,-7.61,3.6,-2.92,0,2.1,9.75,1,0,1.76,13.98,0.65,5/1/2016,nd,Shaun Wilson,nd,Degraded
6004,10310144,Reef_Check,5.7128,115.6724,Pacific,115.40.20.8E.5.42.46.1N,Central Indo-Pacific,Sunda Shelf south-east Asia,Malaysia,Sabah,Kuala Penyu,nd,222.59,Sheltered,0.1003,53.59,26,8,2015,6.0,Nutrient Indicator Algae,0.0,0.0,10.0,303.08,304.98,302.62,297.19,306.2,1.37,1.0,1.74,0.94,0.0,-3.75,2.75,9,5.9,28,7,2.14,3.28,24.39,2.48,1.05,1.37,-6.73,2.26,-1.3,0,1.31,5,1,0,1.01,7.06,0.41,8/26/2015,nd,nd,nd,Degraded
14105,10276648,FRRP,26.1922,-80.0782,Atlantic,nd,Tropical Atlantic,Bahamas and Florida Keys,United States,Florida,Broward County,nd,1603.0,Exposed,0.0442,54.65,9,10,2012,17.2,nd,0.0,0.0,8.89,262.15,301.86,299.78,294.33,304.72,2.1,4.0,0.37,0.78,0.0,-3.38,2.59,2,3.8,16.33,4,0,2.06,12.16,1.38,-0.78,2.1,-8.3,2.07,-2.85,0,0.84,3.33,0,0,0.58,3.94,0.14,10/9/2012,nd,OBSERVER PAT QUINN,nd,Degraded
8582,10327879,Donner,18.186,-65.077,Atlantic,nd,Tropical Atlantic,Hispaniola Puerto Rico and Lesser Antilles,United States,US Virgin Islands,St Thomas,College East,16491.23,Exposed,0.0341,58.93,15,10,2005,30.0,nd,0.0,0.0,8.1,301.24,302.75,300.44,297.52,303.56,1.17,6.0,0.87,1,0.0,-2.8,2.44,17,4.09,22,2,14.14,2.06,17.39,0.9,0.83,1.17,-4.4,1.63,-1.47,6,1.28,6,0,8.44,0.83,8.44,0.19,10/15/2005,nd,nd,nd,Degraded
5731,10321778,Reef_Check,6.5521,117.9357,Pacific,NSMoray,Central Indo-Pacific,Sulu Sea,Malaysia,Sabah,Beluran District,nd,5196.36,Sometimes,0.057,54.44,28,7,2009,10.0,Nutrient Indicator Algae,3.12,0.0,0.0,302.99,303.24,302.21,297.77,305.54,1.21,4.0,0.31,0.85,0.0,-3.85,2.99,14,4,16,6,1.25,2.56,15.5,2.01,0.18,1.21,-5.28,2.48,-0.84,2,2.4,11,2,1.26,1.77,11.52,0.93,7/28/2009,nd,nd,nd,Degraded
